year,station_no,station_name,josha_num,ward_office,meijo,meiko,kamiida,higashiyama,tsurumai,sakuradori,aonami,tokaido,chuo,kansai,meitetsu,kintetsu,lines
1993,89,瑞穂区役所,8949,1,,,,,,1,,,,,,,1
1994,89,瑞穂区役所,2478783,1,,,,,,1,,,,,,,1
1995,89,瑞穂区役所,2611826,1,,,,,,1,,,,,,,1
1996,89,瑞穂区役所,2891311,1,,,,,,1,,,,,,,1
1997,89,瑞穂区役所,2839067,1,,,,,,1,,,,,,,1
1998,89,瑞穂区役所,2845536,1,,,,,,1,,,,,,,1
1999,89,瑞穂区役所,2854684,1,,,,,,1,,,,,,,1
2000,89,瑞穂区役所,2875689,1,,,,,,1,,,,,,,1
2001,89,瑞穂区役所,2974557,1,,,,,,1,,,,,,,1
2002,89,瑞穂区役所,3196091,1,,,,,,1,,,,,,,1
2003,89,瑞穂区役所,3135687,1,,,,,,1,,,,,,,1
2004,89,瑞穂区役所,2406698,1,,,,,,1,,,,,,,1
2005,89,瑞穂区役所,2498698,1,,,,,,1,,,,,,,1
2006,89,瑞穂区役所,2562777,1,,,,,,1,,,,,,,1
2007,89,瑞穂区役所,2594947,1,,,,,,1,,,,,,,1
2008,89,瑞穂区役所,2633687,1,,,,,,1,,,,,,,1
2009,89,瑞穂区役所,2631421,1,,,,,,1,,,,,,,1
2010,89,瑞穂区役所,2868424,1,,,,,,1,,,,,,,1
2011,89,瑞穂区役所,2548227,1,,,,,,1,,,,,,,1
2012,89,瑞穂区役所,2624572,1,,,,,,1,,,,,,,1
2013,89,瑞穂区役所,2656676,1,,,,,,1,,,,,,,1
2014,89,瑞穂区役所,2669829,1,,,,,,1,,,,,,,1
2015,89,瑞穂区役所,2770620,1,,,,,,1,,,,,,,1
1991,90,瑞穂運動場西,,0,,,,,,,,,,,,,0
1992,90,瑞穂運動場西,,0,,,,,,,,,,,,,0
1993,90,瑞穂運動場西,3742,0,,,,,,1,,,,,,,1
1994,90,瑞穂運動場西,878977,0,,,,,,1,,,,,,,1
1995,90,瑞穂運動場西,878647,0,,,,,,1,,,,,,,1
1996,90,瑞穂運動場西,995393,0,,,,,,1,,,,,,,1
1997,90,瑞穂運動場西,989104,0,,,,,,1,,,,,,,1
1998,90,瑞穂運動場西,995749,0,,,,,,1,,,,,,,1
1999,90,瑞穂運動場西,1066150,0,,,,,,1,,,,,,,1
2000,90,瑞穂運動場西,1102563,0,,,,,,1,,,,,,,1
2001,90,瑞穂運動場西,1100334,0,,,,,,1,,,,,,,1
2002,90,瑞穂運動場西,1166921,0,,,,,,1,,,,,,,1
2003,90,瑞穂運動場西,1227441,0,,,,,,1,,,,,,,1
2004,90,瑞穂運動場西,1215726,0,,,,,,1,,,,,,,1
2005,90,瑞穂運動場西,1120712,0,,,,,,1,,,,,,,1
2006,90,瑞穂運動場西,1133164,0,,,,,,1,,,,,,,1
2007,90,瑞穂運動場西,1111878,0,,,,,,1,,,,,,,1
2008,90,瑞穂運動場西,1129348,0,,,,,,1,,,,,,,1
2009,90,瑞穂運動場西,1099251,0,,,,,,1,,,,,,,1
2010,90,瑞穂運動場西,1071241,0,,,,,,1,,,,,,,1
2011,90,瑞穂運動場西,1140529,0,,,,,,1,,,,,,,1
2012,90,瑞穂運動場西,1172836,0,,,,,,1,,,,,,,1
2013,90,瑞穂運動場西,1212626,0,,,,,,1,,,,,,,1
2014,90,瑞穂運動場西,1224164,0,,,,,,1,,,,,,,1
2015,90,瑞穂運動場西,1288766,0,,,,,,1,,,,,,,1
1991,91,新瑞橋,,0,,,,,,,,,,,,,0
1992,91,新瑞橋,,0,,,,,,,,,,,,,0
1993,91,新瑞橋,7238,0,,,,,,1,,,,,,,1
1994,91,新瑞橋,1430620,0,,,,,,1,,,,,,,1
1995,91,新瑞橋,1551288,0,,,,,,1,,,,,,,1
1996,91,新瑞橋,1699055,0,,,,,,1,,,,,,,1
1997,91,新瑞橋,1805524,0,,,,,,1,,,,,,,1
1998,91,新瑞橋,1560655,0,,,,,,1,,,,,,,1
1999,91,新瑞橋,1573954,0,,,,,,1,,,,,,,1
2000,91,新瑞橋,1580629,0,,,,,,1,,,,,,,1
2001,91,新瑞橋,1735319,0,,,,,,1,,,,,,,1
2002,91,新瑞橋,1754032,0,,,,,,1,,,,,,,1
2003,91,新瑞橋,1951136,0,,,,,,1,,,,,,,1
2004,91,新瑞橋,1715386,0,,,,,,1,,,,,,,1
2005,91,新瑞橋,1459718,0,,,,,,1,,,,,,,1
2006,91,新瑞橋,1490722,0,,,,,,1,,,,,,,1
2007,91,新瑞橋,1448263,0,,,,,,1,,,,,,,1
2008,91,新瑞橋,1476099,0,,,,,,1,,,,,,,1
2009,91,新瑞橋,1518565,0,,,,,,1,,,,,,,1
2010,91,新瑞橋,1665249,0,,,,,,1,,,,,,,1
2011,91,新瑞橋,1782176,0,,,,,,1,,,,,,,1
2012,91,新瑞橋,1813109,0,,,,,,1,,,,,,,1
2013,91,新瑞橋,1797198,0,,,,,,1,,,,,,,1
2014,91,新瑞橋,1829111,0,,,,,,1,,,,,,,1
2015,91,新瑞橋,1862614,0,,,,,,1,,,,,,,1
1991,92,桜本町,,0,,,,,,,,,,,,,0
1992,92,桜本町,,0,,,,,,,,,,,,,0
1993,92,桜本町,4057,0,,,,,,1,,,,,,,1
1994,92,桜本町,926129,0,,,,,,1,,,,,,,1
1995,92,桜本町,1079732,0,,,,,,1,,,,,,,1
1996,92,桜本町,1060496,0,,,,,,1,,,,,,,1
1997,92,桜本町,1137432,0,,,,,,1,,,,,,,1
1998,92,桜本町,1181982,0,,,,,,1,,,,,,,1
1999,92,桜本町,1195557,0,,,,,,1,,,,,,,1
2000,92,桜本町,1190222,0,,,,,,1,,,,,,,1
2001,92,桜本町,1282046,0,,,,,,1,,,,,,,1
2002,92,桜本町,1285406,0,,,,,,1,,,,,,,1
2003,92,桜本町,1493905,0,,,,,,1,,,,,,,1
2004,92,桜本町,1379134,0,,,,,,1,,,,,,,1
2005,92,桜本町,1362178,0,,,,,,1,,,,,,,1
2006,92,桜本町,1387791,0,,,,,,1,,,,,,,1
2007,92,桜本町,1374517,0,,,,,,1,,,,,,,1
2008,92,桜本町,1347580,0,,,,,,1,,,,,,,1
2009,92,桜本町,1316633,0,,,,,,1,,,,,,,1
2010,92,桜本町,1299864,0,,,,,,1,,,,,,,1
2011,92,桜本町,1344165,0,,,,,,1,,,,,,,1
2012,92,桜本町,1390073,0,,,,,,1,,,,,,,1
2013,92,桜本町,1414361,0,,,,,,1,,,,,,,1
2014,92,桜本町,1412586,0,,,,,,1,,,,,,,1
2015,92,桜本町,1450488,0,,,,,,1,,,,,,,1
1991,93,鶴里,,0,,,,,,,,,,,,,0
1992,93,鶴里,,0,,,,,,,,,,,,,0
1993,93,鶴里,2712,0,,,,,,1,,,,,,,1
1994,93,鶴里,595560,0,,,,,,1,,,,,,,1
1995,93,鶴里,667117,0,,,,,,1,,,,,,,1
1996,93,鶴里,702177,0,,,,,,1,,,,,,,1
1997,93,鶴里,764944,0,,,,,,1,,,,,,,1
1998,93,鶴里,788160,0,,,,,,1,,,,,,,1
1999,93,鶴里,742589,0,,,,,,1,,,,,,,1
2000,93,鶴里,780270,0,,,,,,1,,,,,,,1
2001,93,鶴里,781583,0,,,,,,1,,,,,,,1
2002,93,鶴里,833684,0,,,,,,1,,,,,,,1
2003,93,鶴里,896849,0,,,,,,1,,,,,,,1
2004,93,鶴里,877864,0,,,,,,1,,,,,,,1
2005,93,鶴里,936316,0,,,,,,1,,,,,,,1
2006,93,鶴里,937533,0,,,,,,1,,,,,,,1
2007,93,鶴里,941316,0,,,,,,1,,,,,,,1
2008,93,鶴里,956954,0,,,,,,1,,,,,,,1
2009,93,鶴里,965147,0,,,,,,1,,,,,,,1
2010,93,鶴里,944191,0,,,,,,1,,,,,,,1
2011,93,鶴里,979663,0,,,,,,1,,,,,,,1
2012,93,鶴里,1011293,0,,,,,,1,,,,,,,1
2013,93,鶴里,1029699,0,,,,,,1,,,,,,,1
2014,93,鶴里,1033891,0,,,,,,1,,,,,,,1
2015,93,鶴里,1070173,0,,,,,,1,,,,,,,1
1991,94,野並,,0,,,,,,,,,,,,,0
1992,94,野並,,0,,,,,,,,,,,,,0
1993,94,野並,13488,0,,,,,,1,,,,,,,1
1994,94,野並,3233668,0,,,,,,1,,,,,,,1
1995,94,野並,3827526,0,,,,,,1,,,,,,,1
1996,94,野並,4255677,0,,,,,,1,,,,,,,1
1997,94,野並,4476046,0,,,,,,1,,,,,,,1
1998,94,野並,4609464,0,,,,,,1,,,,,,,1
1999,94,野並,4775674,0,,,,,,1,,,,,,,1
2000,94,野並,4836253,0,,,,,,1,,,,,,,1
2001,94,野並,5308488,0,,,,,,1,,,,,,,1
2002,94,野並,5368223,0,,,,,,1,,,,,,,1
2003,94,野並,5881294,0,,,,,,1,,,,,,,1
2004,94,野並,5788437,0,,,,,,1,,,,,,,1
2005,94,野並,5703242,0,,,,,,1,,,,,,,1
2006,94,野並,5763696,0,,,,,,1,,,,,,,1
2007,94,野並,5802455,0,,,,,,1,,,,,,,1
2008,94,野並,5860498,0,,,,,,1,,,,,,,1
2009,94,野並,5808032,0,,,,,,1,,,,,,,1
2010,94,野並,5805212,0,,,,,,1,,,,,,,1
2011,94,野並,2528578,0,,,,,,1,,,,,,,1
2012,94,野並,2481568,0,,,,,,1,,,,,,,1
2013,94,野並,2458792,0,,,,,,1,,,,,,,1
2014,94,野並,2439162,0,,,,,,1,,,,,,,1
2015,94,野並,2477899,0,,,,,,1,,,,,,,1
1991,95,鳴子北,,0,,,,,,,,,,,,,0
1992,95,鳴子北,,0,,,,,,,,,,,,,0
1993,95,鳴子北,,0,,,,,,,,,,,,,0
1994,95,鳴子北,,0,,,,,,,,,,,,,0
1995,95,鳴子北,,0,,,,,,,,,,,,,0
1996,95,鳴子北,,0,,,,,,,,,,,,,0
1997,95,鳴子北,,0,,,,,,,,,,,,,0
1998,95,鳴子北,,0,,,,,,,,,,,,,0
1999,95,鳴子北,,0,,,,,,,,,,,,,0
2000,95,鳴子北,,0,,,,,,,,,,,,,0
2001,95,鳴子北,,0,,,,,,,,,,,,,0
2002,95,鳴子北,,0,,,,,,,,,,,,,0
2003,95,鳴子北,,0,,,,,,,,,,,,,0
2004,95,鳴子北,,0,,,,,,,,,,,,,0
2005,95,鳴子北,,0,,,,,,,,,,,,,0
2006,95,鳴子北,,0,,,,,,,,,,,,,0
2007,95,鳴子北,,0,,,,,,,,,,,,,0
2008,95,鳴子北,,0,,,,,,,,,,,,,0
2009,95,鳴子北,,0,,,,,,,,,,,,,0
2010,95,鳴子北,22185,0,,,,,,1,,,,,,,1
2011,95,鳴子北,1641275,0,,,,,,1,,,,,,,1
2012,95,鳴子北,1679355,0,,,,,,1,,,,,,,1
2013,95,鳴子北,1746059,0,,,,,,1,,,,,,,1
2014,95,鳴子北,1752702,0,,,,,,1,,,,,,,1
2015,95,鳴子北,1769316,0,,,,,,1,,,,,,,1
1991,96,相生山,,0,,,,,,,,,,,,,0
1992,96,相生山,,0,,,,,,,,,,,,,0
1993,96,相生山,,0,,,,,,,,,,,,,0
1994,96,相生山,,0,,,,,,,,,,,,,0
1995,96,相生山,,0,,,,,,,,,,,,,0
1996,96,相生山,,0,,,,,,,,,,,,,0
1997,96,相生山,,0,,,,,,,,,,,,,0
1998,96,相生山,,0,,,,,,,,,,,,,0
1999,96,相生山,,0,,,,,,,,,,,,,0
2000,96,相生山,,0,,,,,,,,,,,,,0
2001,96,相生山,,0,,,,,,,,,,,,,0
2002,96,相生山,,0,,,,,,,,,,,,,0
2003,96,相生山,,0,,,,,,,,,,,,,0
2004,96,相生山,,0,,,,,,,,,,,,,0
2005,96,相生山,,0,,,,,,,,,,,,,0
2006,96,相生山,,0,,,,,,,,,,,,,0
2007,96,相生山,,0,,,,,,,,,,,,,0
2008,96,相生山,,0,,,,,,,,,,,,,0
2009,96,相生山,,0,,,,,,,,,,,,,0
2010,96,相生山,17965,0,,,,,,1,,,,,,,1
2011,96,相生山,1234557,0,,,,,,1,,,,,,,1
2012,96,相生山,1340774,0,,,,,,1,,,,,,,1
2013,96,相生山,1394769,0,,,,,,1,,,,,,,1
2014,96,相生山,1429578,0,,,,,,1,,,,,,,1
2015,96,相生山,1471387,0,,,,,,1,,,,,,,1
1991,97,神沢,,0,,,,,,,,,,,,,0
1992,97,神沢,,0,,,,,,,,,,,,,0
1993,97,神沢,,0,,,,,,,,,,,,,0
1994,97,神沢,,0,,,,,,,,,,,,,0
1995,97,神沢,,0,,,,,,,,,,,,,0
1996,97,神沢,,0,,,,,,,,,,,,,0
1997,97,神沢,,0,,,,,,,,,,,,,0
1998,97,神沢,,0,,,,,,,,,,,,,0
1999,97,神沢,,0,,,,,,,,,,,,,0
2000,97,神沢,,0,,,,,,,,,,,,,0
2001,97,神沢,,0,,,,,,,,,,,,,0
2002,97,神沢,,0,,,,,,,,,,,,,0
2003,97,神沢,,0,,,,,,,,,,,,,0
2004,97,神沢,,0,,,,,,,,,,,,,0
2005,97,神沢,,0,,,,,,,,,,,,,0
2006,97,神沢,,0,,,,,,,,,,,,,0
2007,97,神沢,,0,,,,,,,,,,,,,0
2008,97,神沢,,0,,,,,,,,,,,,,0
2009,97,神沢,,0,,,,,,,,,,,,,0
2010,97,神沢,12780,0,,,,,,1,,,,,,,1
2011,97,神沢,843738,0,,,,,,1,,,,,,,1
2012,97,神沢,944072,0,,,,,,1,,,,,,,1
2013,97,神沢,1026822,0,,,,,,1,,,,,,,1
2014,97,神沢,1083801,0,,,,,,1,,,,,,,1
2015,97,神沢,1129996,0,,,,,,1,,,,,,,1
1991,98,徳重,,0,,,,,,,,,,,,,0
1992,98,徳重,,0,,,,,,,,,,,,,0
1993,98,徳重,,0,,,,,,,,,,,,,0
1994,98,徳重,,0,,,,,,,,,,,,,0
1995,98,徳重,,0,,,,,,,,,,,,,0
1996,98,徳重,,0,,,,,,,,,,,,,0
1997,98,徳重,,0,,,,,,,,,,,,,0
1998,98,徳重,,0,,,,,,,,,,,,,0
1999,98,徳重,,0,,,,,,,,,,,,,0
2000,98,徳重,,0,,,,,,,,,,,,,0
2001,98,徳重,,0,,,,,,,,,,,,,0
2002,98,徳重,,0,,,,,,,,,,,,,0
2003,98,徳重,,0,,,,,,,,,,,,,0
2004,98,徳重,,0,,,,,,,,,,,,,0
2005,98,徳重,,0,,,,,,,,,,,,,0
2006,98,徳重,,0,,,,,,,,,,,,,0
2007,98,徳重,,0,,,,,,,,,,,,,0
2008,98,徳重,,0,,,,,,,,,,,,,0
2009,98,徳重,,0,,,,,,,,,,,,,0
2010,98,徳重,48880,1,,,,,,1,,,,,,,1
2011,98,徳重,2449269,1,,,,,,1,,,,,,,1
2012,98,徳重,2706752,1,,,,,,1,,,,,,,1
2013,98,徳重,3006803,1,,,,,,1,,,,,,,1
2014,98,徳重,3161418,1,,,,,,1,,,,,,,1
2015,98,徳重,3372040,1,,,,,,1,,,,,,,1
1991,1001,南大高,,0,,,,,,,,,,,,,0
1992,1001,南大高,,0,,,,,,,,,,,,,0
1993,1001,南大高,,0,,,,,,,,,,,,,0
1994,1001,南大高,,0,,,,,,,,,,,,,0
1995,1001,南大高,,0,,,,,,,,,,,,,0
1996,1001,南大高,,0,,,,,,,,,,,,,0
1997,1001,南大高,,0,,,,,,,,,,,,,0
1998,1001,南大高,,0,,,,,,,,,,,,,0
1999,1001,南大高,,0,,,,,,,,,,,,,0
2000,1001,南大高,,0,,,,,,,,,,,,,0
2001,1001,南大高,,0,,,,,,,,,,,,,0
2002,1001,南大高,,0,,,,,,,,,,,,,0
2003,1001,南大高,,0,,,,,,,,,,,,,0
2004,1001,南大高,,0,,,,,,,,,,,,,0
2005,1001,南大高,,0,,,,,,,,,,,,,0
2006,1001,南大高,,0,,,,,,,,,,,,,0
2007,1001,南大高,,0,,,,,,,,,,,,,0
2008,1001,南大高,58783,0,,,,,,,,1,,,,,1
2009,1001,南大高,1153793,0,,,,,,,,1,,,,,1
2010,1001,南大高,1585417,0,,,,,,,,1,,,,,1
2011,1001,南大高,1763634,0,,,,,,,,1,,,,,1
2012,1001,南大高,1941339,0,,,,,,,,1,,,,,1
2013,1001,南大高,2064986,0,,,,,,,,1,,,,,1
2014,1001,南大高,2266966,0,,,,,,,,1,,,,,1
2015,1001,南大高,2363469,0,,,,,,,,1,,,,,1
1991,1002,大高,1923610,0,,,,,,,,1,,,,,1
1992,1002,大高,1975303,0,,,,,,,,1,,,,,1
1993,1002,大高,1998189,0,,,,,,,,1,,,,,1
1994,1002,大高,2004829,0,,,,,,,,1,,,,,1
1995,1002,大高,2022143,0,,,,,,,,1,,,,,1
1996,1002,大高,2049599,0,,,,,,,,1,,,,,1
1997,1002,大高,1998408,0,,,,,,,,1,,,,,1
1998,1002,大高,1979767,0,,,,,,,,1,,,,,1
1999,1002,大高,2025130,0,,,,,,,,1,,,,,1
2000,1002,大高,2062795,0,,,,,,,,1,,,,,1
2001,1002,大高,2066792,0,,,,,,,,1,,,,,1
2002,1002,大高,2040926,0,,,,,,,,1,,,,,1
2003,1002,大高,2073529,0,,,,,,,,1,,,,,1
2004,1002,大高,2086733,0,,,,,,,,1,,,,,1
2005,1002,大高,2155365,0,,,,,,,,1,,,,,1
2006,1002,大高,2183736,0,,,,,,,,1,,,,,1
2007,1002,大高,2279237,0,,,,,,,,1,,,,,1
2008,1002,大高,2413961,0,,,,,,,,1,,,,,1
2009,1002,大高,1718002,0,,,,,,,,1,,,,,1
2010,1002,大高,1634808,0,,,,,,,,1,,,,,1
2011,1002,大高,1567144,0,,,,,,,,1,,,,,1
2012,1002,大高,1536068,0,,,,,,,,1,,,,,1
2013,1002,大高,1540118,0,,,,,,,,1,,,,,1
2014,1002,大高,1537697,0,,,,,,,,1,,,,,1
2015,1002,大高,1571958,0,,,,,,,,1,,,,,1
1991,1003,笠寺,2544841,0,,,,,,,,1,,,,,1
1992,1003,笠寺,2764911,0,,,,,,,,1,,,,,1
1993,1003,笠寺,2846175,0,,,,,,,,1,,,,,1
1994,1003,笠寺,2703884,0,,,,,,,,1,,,,,1
1995,1003,笠寺,2740237,0,,,,,,,,1,,,,,1
1996,1003,笠寺,2743774,0,,,,,,,,1,,,,,1
1997,1003,笠寺,2624198,0,,,,,,,,1,,,,,1
1998,1003,笠寺,2536787,0,,,,,,,,1,,,,,1
1999,1003,笠寺,2592433,0,,,,,,,,1,,,,,1
2000,1003,笠寺,2653700,0,,,,,,,,1,,,,,1
2001,1003,笠寺,2604551,0,,,,,,,,1,,,,,1
2002,1003,笠寺,2542354,0,,,,,,,,1,,,,,1
2003,1003,笠寺,2622762,0,,,,,,,,1,,,,,1
2004,1003,笠寺,2593794,0,,,,,,,,1,,,,,1
2005,1003,笠寺,2618611,0,,,,,,,,1,,,,,1
2006,1003,笠寺,2709629,0,,,,,,,,1,,,,,1
2007,1003,笠寺,2691627,0,,,,,,,,1,,,,,1
2008,1003,笠寺,2671045,0,,,,,,,,1,,,,,1
2009,1003,笠寺,2632696,0,,,,,,,,1,,,,,1
2010,1003,笠寺,2594064,0,,,,,,,,1,,,,,1
2011,1003,笠寺,2664276,0,,,,,,,,1,,,,,1
2012,1003,笠寺,2672844,0,,,,,,,,1,,,,,1
2013,1003,笠寺,2693172,0,,,,,,,,1,,,,,1
2014,1003,笠寺,2732047,0,,,,,,,,1,,,,,1
2015,1003,笠寺,2790326,0,,,,,,,,1,,,,,1
1991,1004,熱田,1266943,0,,,,,,,,1,,,,,1
1992,1004,熱田,1231644,0,,,,,,,,1,,,,,1
1993,1004,熱田,1211838,0,,,,,,,,1,,,,,1
1994,1004,熱田,1174376,0,,,,,,,,1,,,,,1
1995,1004,熱田,1140332,0,,,,,,,,1,,,,,1
1996,1004,熱田,1132426,0,,,,,,,,1,,,,,1
1997,1004,熱田,1114446,0,,,,,,,,1,,,,,1
1998,1004,熱田,1099284,0,,,,,,,,1,,,,,1
1999,1004,熱田,1072501,0,,,,,,,,1,,,,,1
2000,1004,熱田,1054768,0,,,,,,,,1,,,,,1
2001,1004,熱田,1008541,0,,,,,,,,1,,,,,1
2002,1004,熱田,1002680,0,,,,,,,,1,,,,,1
2003,1004,熱田,1037629,0,,,,,,,,1,,,,,1
2004,1004,熱田,1063624,0,,,,,,,,1,,,,,1
2005,1004,熱田,1051194,0,,,,,,,,1,,,,,1
2006,1004,熱田,1021783,0,,,,,,,,1,,,,,1
2007,1004,熱田,1036476,0,,,,,,,,1,,,,,1
2008,1004,熱田,1042599,0,,,,,,,,1,,,,,1
2009,1004,熱田,1056212,0,,,,,,,,1,,,,,1
2010,1004,熱田,1056338,0,,,,,,,,1,,,,,1
2011,1004,熱田,1039535,0,,,,,,,,1,,,,,1
2012,1004,熱田,1042862,0,,,,,,,,1,,,,,1
2013,1004,熱田,1056194,0,,,,,,,,1,,,,,1
2014,1004,熱田,1053867,0,,,,,,,,1,,,,,1
2015,1004,熱田,1090848,0,,,,,,,,1,,,,,1
1991,1005,尾頭橋,,0,,,,,,,,,,,,,0
1992,1005,尾頭橋,,0,,,,,,,,,,,,,0
1993,1005,尾頭橋,,0,,,,,,,,,,,,,0
1994,1005,尾頭橋,30004,0,,,,,,,,1,,,,,1
1995,1005,尾頭橋,1108909,0,,,,,,,,1,,,,,1
1996,1005,尾頭橋,1311517,0,,,,,,,,1,,,,,1
1997,1005,尾頭橋,1123166,0,,,,,,,,1,,,,,1
1998,1005,尾頭橋,1133503,0,,,,,,,,1,,,,,1
1999,1005,尾頭橋,1112718,0,,,,,,,,1,,,,,1
2000,1005,尾頭橋,1114116,0,,,,,,,,1,,,,,1
2001,1005,尾頭橋,1109931,0,,,,,,,,1,,,,,1
2002,1005,尾頭橋,1103052,0,,,,,,,,1,,,,,1
2003,1005,尾頭橋,1117435,0,,,,,,,,1,,,,,1
2004,1005,尾頭橋,1128958,0,,,,,,,,1,,,,,1
2005,1005,尾頭橋,1153179,0,,,,,,,,1,,,,,1
2006,1005,尾頭橋,1211059,0,,,,,,,,1,,,,,1
2007,1005,尾頭橋,1249866,0,,,,,,,,1,,,,,1
2008,1005,尾頭橋,1270002,0,,,,,,,,1,,,,,1
2009,1005,尾頭橋,1224372,0,,,,,,,,1,,,,,1
2010,1005,尾頭橋,1220084,0,,,,,,,,1,,,,,1
2011,1005,尾頭橋,1203620,0,,,,,,,,1,,,,,1
2012,1005,尾頭橋,1184523,0,,,,,,,,1,,,,,1
2013,1005,尾頭橋,1132734,0,,,,,,,,1,,,,,1
2014,1005,尾頭橋,1134226,0,,,,,,,,1,,,,,1
2015,1005,尾頭橋,1199004,0,,,,,,,,1,,,,,1
1991,1006,名古屋,53846351,0,,,,,,,,1,1,1,,,3
1992,1006,名古屋,55578155,0,,,,,,,,1,1,1,,,3
1993,1006,名古屋,55721456,0,,,,,,,,1,1,1,,,3
1994,1006,名古屋,55059329,0,,,,,,,,1,1,1,,,3
1995,1006,名古屋,56735593,0,,,,,,,,1,1,1,,,3
1996,1006,名古屋,58748712,0,,,,,,,,1,1,1,,,3
1997,1006,名古屋,57962779,0,,,,,,,,1,1,1,,,3
1998,1006,名古屋,58072909,0,,,,,,,,1,1,1,,,3
1999,1006,名古屋,58653518,0,,,,,,,,1,1,1,,,3
2000,1006,名古屋,61189381,0,,,,,,,,1,1,1,,,3
2001,1006,名古屋,62495935,0,,,,,,,,1,1,1,,,3
2002,1006,名古屋,62657561,0,,,,,,,,1,1,1,,,3
2003,1006,名古屋,63606888,0,,,,,,,,1,1,1,,,3
2004,1006,名古屋,64492994,0,,,,,,,,1,1,1,,,3
2005,1006,名古屋,68733940,0,,,,,,,,1,1,1,,,3
2006,1006,名古屋,67339222,0,,,,,,,,1,1,1,,,3
2007,1006,名古屋,69884659,0,,,,,,,,1,1,1,,,3
2008,1006,名古屋,69918780,0,,,,,,,,1,1,1,,,3
2009,1006,名古屋,67666156,0,,,,,,,,1,1,1,,,3
2010,1006,名古屋,68482584,0,,,,,,,,1,1,1,,,3
2011,1006,名古屋,69219074,0,,,,,,,,1,1,1,,,3
2012,1006,名古屋,70540010,0,,,,,,,,1,1,1,,,3
2013,1006,名古屋,72678284,0,,,,,,,,1,1,1,,,3
2014,1006,名古屋,72454111,0,,,,,,,,1,1,1,,,3
2015,1006,名古屋,74850433,0,,,,,,,,1,1,1,,,3
1991,1007,新守山,2424531,0,,,,,,,,,1,,,,1
1992,1007,新守山,2575720,0,,,,,,,,,1,,,,1
1993,1007,新守山,2624304,0,,,,,,,,,1,,,,1
1994,1007,新守山,2651992,0,,,,,,,,,1,,,,1
1995,1007,新守山,2754782,0,,,,,,,,,1,,,,1
1996,1007,新守山,2792236,0,,,,,,,,,1,,,,1
1997,1007,新守山,2747862,0,,,,,,,,,1,,,,1
1998,1007,新守山,2710003,0,,,,,,,,,1,,,,1
1999,1007,新守山,2706844,0,,,,,,,,,1,,,,1
2000,1007,新守山,2765439,0,,,,,,,,,1,,,,1
2001,1007,新守山,2601362,0,,,,,,,,,1,,,,1
2002,1007,新守山,2569501,0,,,,,,,,,1,,,,1
2003,1007,新守山,2618014,0,,,,,,,,,1,,,,1
2004,1007,新守山,2652524,0,,,,,,,,,1,,,,1
2005,1007,新守山,2721001,0,,,,,,,,,1,,,,1
2006,1007,新守山,2658528,0,,,,,,,,,1,,,,1
2007,1007,新守山,2671651,0,,,,,,,,,1,,,,1
2008,1007,新守山,2706723,0,,,,,,,,,1,,,,1
2009,1007,新守山,2698219,0,,,,,,,,,1,,,,1
2010,1007,新守山,2731721,0,,,,,,,,,1,,,,1
2011,1007,新守山,2712374,0,,,,,,,,,1,,,,1
2012,1007,新守山,2731474,0,,,,,,,,,1,,,,1
2013,1007,新守山,2839951,0,,,,,,,,,1,,,,1
2014,1007,新守山,2812051,0,,,,,,,,,1,,,,1
2015,1007,新守山,2893245,0,,,,,,,,,1,,,,1
1991,1008,大曽根,7175176,0,,,,,,,,,1,,,,1
1992,1008,大曽根,7707082,0,,,,,,,,,1,,,,1
1993,1008,大曽根,8053760,0,,,,,,,,,1,,,,1
1994,1008,大曽根,8145485,0,,,,,,,,,1,,,,1
1995,1008,大曽根,8176180,0,,,,,,,,,1,,,,1
1996,1008,大曽根,8252592,0,,,,,,,,,1,,,,1
1997,1008,大曽根,8924393,0,,,,,,,,,1,,,,1
1998,1008,大曽根,8843189,0,,,,,,,,,1,,,,1
1999,1008,大曽根,8700316,0,,,,,,,,,1,,,,1
2000,1008,大曽根,8038713,0,,,,,,,,,1,,,,1
2001,1008,大曽根,7977786,0,,,,,,,,,1,,,,1
2002,1008,大曽根,7927926,0,,,,,,,,,1,,,,1
2003,1008,大曽根,8006367,0,,,,,,,,,1,,,,1
2004,1008,大曽根,8318302,0,,,,,,,,,1,,,,1
2005,1008,大曽根,8652982,0,,,,,,,,,1,,,,1
2006,1008,大曽根,9041364,0,,,,,,,,,1,,,,1
2007,1008,大曽根,9462326,0,,,,,,,,,1,,,,1
2008,1008,大曽根,9721944,0,,,,,,,,,1,,,,1
2009,1008,大曽根,9696863,0,,,,,,,,,1,,,,1
2010,1008,大曽根,9901363,0,,,,,,,,,1,,,,1
2011,1008,大曽根,10014917,0,,,,,,,,,1,,,,1
2012,1008,大曽根,9980108,0,,,,,,,,,1,,,,1
2013,1008,大曽根,10394516,0,,,,,,,,,1,,,,1
2014,1008,大曽根,10510592,0,,,,,,,,,1,,,,1
2015,1008,大曽根,10960764,0,,,,,,,,,1,,,,1
1991,1009,千種,10660339,0,,,,,,,,,1,,,,1
1992,1009,千種,11137740,0,,,,,,,,,1,,,,1
1993,1009,千種,11181835,0,,,,,,,,,1,,,,1
1994,1009,千種,11132456,0,,,,,,,,,1,,,,1
